director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined
Gabriele Muccino,Will Smith,Rosario Dawson,Madison Pettis,Drama Romance,seven pounds,will smith rosario dawson madison petti gabriel muccino drama romanc
Walter Hill,Sylvester Stallone,Jason Momoa,Jon Seda,Action Thriller,bullet to the head,sylvest stallon jason momoa jon seda walter hill action thriller
Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda,Crime Drama,the godfather: part iii,al pacino joe mantegna bridget fonda franci ford coppola crime drama
Cameron Crowe,Orlando Bloom,Kirsten Dunst,Judy Greer,Comedy Drama Romance,elizabethtown,orlando bloom kirsten dunst judi greer cameron crow comedi drama romanc
Anthony Russo,Todd Stashwick,Billy Gardell,Amanda Detmer,Comedy Romance,"you, me and dupree",todd stashwick billi gardel amanda detmer anthoni russo comedi romanc
Richard Lester,Margot Kidder,Ned Beatty,Jackie Cooper,Action Adventure Romance Sci-Fi,superman ii,margot kidder ned beatti jacki cooper richard lester action adventur romanc sci-fi
Martin Brest,Todd Giebenhain,Lenny Venito,David Backus,Comedy Crime Romance,gigli,todd giebenhain lenni venito david backu martin brest comedi crime romanc
Steven Zaillian,Kate Winslet,Anthony Hopkins,Kevin Dunn,Drama Thriller,all the king's men,kate winslet anthoni hopkin kevin dunn steven zaillian drama thriller
John Singleton,Christian Bale,Vanessa Williams,Daniel von Bargen,Action Crime Thriller,shaft,christian bale vanessa william daniel von bargen john singleton action crime thriller
Don Bluth,Kirsten Dunst,Kelsey Grammer,Bernadette Peters,Adventure Animation Drama Family Fantasy Musical Mystery Romance,anastasia,kirsten dunst kelsey grammer bernadett peter don bluth adventur anim drama famili fantasi music mysteri romanc
Baz Luhrmann,Jim Broadbent,Kylie Minogue,Richard Roxburgh,Drama Musical Romance,moulin rouge!,jim broadbent kyli minogu richard roxburgh baz luhrmann drama music romanc
Harold Becker,Steve Buscemi,Teri Polo,Matt O'Leary,Crime Mystery Thriller,domestic disturbance,steve buscemi teri polo matt o'leari harold becker crime mysteri thriller
Scott Cooper,Johnny Depp,Benedict Cumberbatch,Adam Scott,Biography Crime Drama,black mass,johnni depp benedict cumberbatch adam scott scott cooper biographi crime drama
Clint Eastwood,Paul Walker,Chris Bauer,Tom McCarthy,Drama History War,flags of our fathers,paul walker chri bauer tom mccarthi clint eastwood drama histori war
F. Gary Gray,Gerard Butler,Leslie Bibb,Michael Kelly,Crime Drama Thriller,law abiding citizen,gerard butler lesli bibb michael kelli f. gari gray crime drama thriller
Robert Rodriguez,Quentin Tarantino,Rosario Dawson,Zoë Bell,Action Horror Thriller,grindhouse,quentin tarantino rosario dawson zoë bell robert rodriguez action horror thriller
Jonathan Demme,Oprah Winfrey,Kimberly Elise,Hill Harper,Drama History Horror,beloved,oprah winfrey kimberli elis hill harper jonathan demm drama histori horror
Curtis Hanson,Robert Downey Jr.,Robert Duvall,Kelvin Han Yee,Drama Romance Sport,lucky you,robert downey jr. robert duval kelvin han yee curti hanson drama romanc sport
Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Jennifer Garner,Biography Crime Drama,catch me if you can,leonardo dicaprio tom hank jennif garner steven spielberg biographi crime drama
Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,Drama History Thriller,zero dark thirty,jennif ehl harold perrineau parker sawyer kathryn bigelow drama histori thriller
Peyton Reed,Jon Favreau,John Michael Higgins,Ann-Margret,Comedy Drama Romance,the break-up,jon favreau john michael higgin ann-margret peyton reed comedi drama romanc
Phyllida Lloyd,Colin Firth,Meryl Streep,Julie Walters,Comedy Family Musical Romance,mamma mia!,colin firth meryl streep juli walter phyllida lloyd comedi famili music romanc
Garry Marshall,Bradley Cooper,Taylor Lautner,Anne Hathaway,Comedy Romance,valentine's day,bradley cooper taylor lautner ann hathaway garri marshal comedi romanc
Jay Chandrasekhar,Alice Greczyn,Jessica Simpson,Michael Weston,Action Adventure Comedy,the dukes of hazzard,alic greczyn jessica simpson michael weston jay chandrasekhar action adventur comedi
Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,Drama War,the thin red line,nick stahl miranda otto dash mihok terrenc malick drama war
David Dobkin,Ryan Reynolds,Olivia Wilde,Mircea Monroe,Comedy Fantasy,the change-up,ryan reynold olivia wild mircea monro david dobkin comedi fantasi
Milos Forman,Matt Price,Gerry Becker,Tom Dreesen,Biography Comedy Drama,man on the moon,matt price gerri becker tom dreesen milo forman biographi comedi drama
Martin Scorsese,Robert De Niro,Don Rickles,Kevin Pollak,Biography Crime Drama,casino,robert de niro don rickl kevin pollak martin scorses biographi crime drama
Pierre Morel,Kasia Smutniak,Amber Rose Revah,Rebecca Dayan,Action Thriller,from paris with love,kasia smutniak amber rose revah rebecca dayan pierr morel action thriller
Paul Hunter,Jaime King,Mako,Victoria Smurfit,Action Comedy Fantasy,bulletproof monk,jaim king mako victoria smurfit paul hunter action comedi fantasi
Bobby Farrelly,Robert Forster,Tony Cox,Rob Moran,Comedy,"me, myself & irene",robert forster toni cox rob moran bobbi farrelli comedi
Steve Oedekerk,Rob Paulsen,Wanda Sykes,Maurice LaMarche,Animation Comedy Family,barnyard,rob paulsen wanda syke mauric lamarch steve oedekerk anim comedi famili
John Whitesell,Matthew Broderick,Jorge Garcia,Alia Shawkat,Comedy Family,deck the halls,matthew broderick jorg garcia alia shawkat john whitesel comedi famili
Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: new moon,robert pattinson kristen stewart taylor lautner chri weitz adventur drama fantasi romanc
Andrew Adamson,Kathleen Freeman,Chris Miller,Bobby Block,Adventure Animation Comedy Family Fantasy,shrek,kathleen freeman chri miller bobbi block andrew adamson adventur anim comedi famili fantasi
George Nolfi,Matt Damon,Michael Kelly,Jon Stewart,Romance Sci-Fi Thriller,the adjustment bureau,matt damon michael kelli jon stewart georg nolfi romanc sci-fi thriller
Kevin Reynolds,Alan Rickman,Morgan Freeman,Michael Wincott,Action Adventure Drama Romance,robin hood: prince of thieves,alan rickman morgan freeman michael wincott kevin reynold action adventur drama romanc
Cameron Crowe,Tom Cruise,Kelly Preston,Bonnie Hunt,Comedy Drama Romance Sport,jerry maguire,tom cruis kelli preston bonni hunt cameron crow comedi drama romanc sport
Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,Comedy Fantasy,ted,mila kuni seth macfarlan tom skerritt seth macfarlan comedi fantasi
James L. Brooks,Lupe Ontiveros,Yeardley Smith,Shirley Knight,Comedy Drama Romance,as good as it gets,lupe ontivero yeardley smith shirley knight jame l. brook comedi drama romanc
Tom Shadyac,Robin Williams,Philip Seymour Hoffman,Monica Potter,Biography Comedy Drama Romance,patch adams,robin william philip seymour hoffman monica potter tom shadyac biographi comedi drama romanc
Adam McKay,Harrison Ford,Will Ferrell,Steve Carell,Comedy,anchorman 2: the legend continues,harrison ford will ferrel steve carel adam mckay comedi
Steven Brill,Steve Buscemi,Adam Sandler,Peter Gallagher,Comedy Romance,mr. deeds,steve buscemi adam sandler peter gallagh steven brill comedi romanc
J.J. Abrams,Joel Courtney,AJ Michalka,Zach Mills,Mystery Sci-Fi Thriller,super 8,joel courtney aj michalka zach mill j.j. abram mysteri sci-fi thriller
Steven Soderbergh,Julia Roberts,Albert Finney,Conchata Ferrell,Biography Drama,erin brockovich,julia robert albert finney conchata ferrel steven soderbergh biographi drama
Donald Petrie,Matthew McConaughey,Adam Goldberg,Thomas Lennon,Comedy Romance,how to lose a guy in 10 days,matthew mcconaughey adam goldberg thoma lennon donald petri comedi romanc
Phil Lord,Channing Tatum,Craig Roberts,Amber Stevens West,Action Comedy Crime,22 jump street,chan tatum craig robert amber steven west phil lord action comedi crime
Neil Jordan,Brad Pitt,Tom Cruise,Kirsten Dunst,Drama Fantasy Horror,interview with the vampire: the vampire chronicles,brad pitt tom cruis kirsten dunst neil jordan drama fantasi horror
Peyton Reed,Bradley Cooper,Zooey Deschanel,Danny Masterson,Comedy Romance,yes man,bradley cooper zooey deschanel danni masterson peyton reed comedi romanc
Rawson Marshall Thurber,Dwayne Johnson,Thomas Kretschmann,Megan Park,Action Comedy Crime,central intelligence,dwayn johnson thoma kretschmann megan park rawson marshal thurber action comedi crime
Chris Columbus,Julia Roberts,Liam Aiken,Herbert Russell,Comedy Drama,stepmom,julia robert liam aiken herbert russel chri columbu comedi drama
Sean Anders,Will Ferrell,Linda Cardellini,Mark L. Young,Comedy Family,daddy's home,will ferrel linda cardellini mark l. young sean ander comedi famili
Rob Marshall,Johnny Depp,Meryl Streep,Anna Kendrick,Adventure Comedy Drama Fantasy Musical,into the woods,johnni depp meryl streep anna kendrick rob marshal adventur comedi drama fantasi music
Spike Lee,Denzel Washington,James Ransone,Peter Gerety,Crime Drama Mystery Thriller,inside man,denzel washington jame ranson peter gereti spike lee crime drama mysteri thriller
Brian Helgeland,Bill Duke,Deborah Kara Unger,William Devane,Action Crime Drama Thriller,payback,bill duke deborah kara unger william devan brian helgeland action crime drama thriller
Frank Marshall,Dylan Walsh,Joe Don Baker,Grant Heslov,Action Adventure Mystery Sci-Fi,congo,dylan walsh joe don baker grant heslov frank marshal action adventur mysteri sci-fi
Cameron Crowe,Scarlett Johansson,Matt Damon,Stephanie Szostak,Comedy Drama Family,we bought a zoo,scarlett johansson matt damon stephani szostak cameron crow comedi drama famili
Alex Proyas,Nicolas Cage,Ben Mendelsohn,Chandler Canterbury,Drama Mystery Sci-Fi Thriller,knowing,nicola cage ben mendelsohn chandler canterburi alex proya drama mysteri sci-fi thriller
Tom Dey,Bradley Cooper,Matthew McConaughey,Zooey Deschanel,Comedy Romance,failure to launch,bradley cooper matthew mcconaughey zooey deschanel tom dey comedi romanc
Hideo Nakata,Naomi Watts,Gary Cole,Sissy Spacek,Horror Mystery,the ring two,naomi watt gari cole sissi spacek hideo nakata horror mysteri
Glenn Ficarra,Ryan Gosling,Emma Stone,Steve Carell,Comedy Drama Romance,"crazy, stupid, love.",ryan gosl emma stone steve carel glenn ficarra comedi drama romanc
Peter Hewitt,Bill Murray,Mark Christopher Lawrence,Michael Monks,Animation Comedy Family Fantasy,garfield,bill murray mark christoph lawrenc michael monk peter hewitt anim comedi famili fantasi
Joe Roth,Jamie Lee Curtis,Cheech Marin,Jake Busey,Comedy Family,christmas with the kranks,jami lee curti cheech marin jake busey joe roth comedi famili
Bennett Miller,Philip Seymour Hoffman,Robin Wright,Brad Pitt,Biography Drama Sport,moneyball,philip seymour hoffman robin wright brad pitt bennett miller biographi drama sport
Wolfgang Petersen,Kevin Spacey,Morgan Freeman,Rene Russo,Action Drama Thriller,outbreak,kevin spacey morgan freeman rene russo wolfgang petersen action drama thriller
Jaume Collet-Serra,Liam Neeson,Nate Parker,Scoot McNairy,Action Mystery Thriller,non-stop,liam neeson nate parker scoot mcnairi jaum collet-serra action mysteri thriller
Andy Fickman,Dwayne Johnson,Billy Brown,Tom Everett Scott,Action Adventure Family Fantasy Sci-Fi Thriller,race to witch mountain,dwayn johnson billi brown tom everett scott andi fickman action adventur famili fantasi sci-fi thriller
James McTeigue,Natalie Portman,Eddie Marsan,Rupert Graves,Action Drama Thriller,v for vendetta,natali portman eddi marsan rupert grave jame mcteigu action drama thriller
David Dobkin,Fann Wong,Anna-Louise Plowman,Georgina Chapman,Action Adventure Comedy,shanghai knights,fann wong anna-louis plowman georgina chapman david dobkin action adventur comedi
unknown,Bernard Hill,Gemma Jones,Nicola Walker,Crime Drama,unforgotten            ,bernard hill gemma jone nicola walker unknown crime drama
Matthew O'Callaghan,Will Ferrell,Frank Welker,Alexander Gould,Adventure Animation Comedy Family,curious george,will ferrel frank welker alexand gould matthew o'callaghan adventur anim comedi famili
Angela Robinson,Scoot McNairy,Thomas Lennon,Cheryl Hines,Adventure Comedy Family Fantasy Romance Sport,herbie fully loaded,scoot mcnairi thoma lennon cheryl hine angela robinson adventur comedi famili fantasi romanc sport
Gary Fleder,Oliver Platt,Jennifer Esposito,Conrad Goode,Crime Drama Mystery Thriller,don't say a word,oliv platt jennif esposito conrad good gari fleder crime drama mysteri thriller
Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,Action Fantasy Horror,hansel & gretel: witch hunters,jeremi renner derek mear ingrid bolsø berdal tommi wirkola action fantasi horror
Adrian Lyne,Olivier Martinez,Erik Per Sullivan,Chad Lowe,Drama Thriller,unfaithful,olivi martinez erik per sullivan chad low adrian lyne drama thriller
D.J. Caruso,Alex Pettyfer,Emily Wickersham,Reuben Langdon,Action Adventure Sci-Fi Thriller,i am number four,alex pettyf emili wickersham reuben langdon d.j. caruso action adventur sci-fi thriller
Michael Bay,Toby Stephens,James Badge Dale,David Costabile,Action Drama Thriller War,13 hours,tobi stephen jame badg dale david costabil michael bay action drama thriller war
Jorge R. Gutiérrez,Channing Tatum,Hector Elizondo,Ana de la Reguera,Adventure Animation Comedy Family Fantasy Romance,the book of life,chan tatum hector elizondo ana de la reguera jorg r. gutiérrez adventur anim comedi famili fantasi romanc
Richard Loncraine,Jimmy Bennett,Harrison Ford,Mary Lynn Rajskub,Crime Thriller,firewall,jimmi bennett harrison ford mari lynn rajskub richard loncrain crime thriller
Clint Eastwood,Clint Eastwood,Mark Margolis,Scott Glenn,Action Crime Drama Thriller,absolute power,clint eastwood mark margoli scott glenn clint eastwood action crime drama thriller
Ridley Scott,Viggo Mortensen,Demi Moore,John Michael Higgins,Action Drama War,g.i. jane,viggo mortensen demi moor john michael higgin ridley scott action drama war
David Fincher,Deborah Kara Unger,Armin Mueller-Stahl,Charles Martinet,Drama Mystery Thriller,the game,deborah kara unger armin mueller-stahl charl martinet david fincher drama mysteri thriller
Christophe Gans,Radha Mitchell,Deborah Kara Unger,Alice Krige,Adventure Horror Mystery,silent hill,radha mitchel deborah kara unger alic krige christoph gan adventur horror mysteri
Howard Deutch,Keanu Reeves,Jon Favreau,Faizon Love,Comedy Sport,the replacements,keanu reev jon favreau faizon love howard deutch comedi sport
Jon Hurwitz,Alyson Hannigan,Dania Ramirez,Natasha Lyonne,Comedy,american reunion,alyson hannigan dania ramirez natasha lyonn jon hurwitz comedi
F. Gary Gray,Kevin Spacey,Michael Cudlitz,Siobhan Fallon Hogan,Action Crime Drama Mystery Thriller,the negotiator,kevin spacey michael cudlitz siobhan fallon hogan f. gari gray action crime drama mysteri thriller
Steven Quale,Matt Walsh,Alycia Debnam-Carey,Scott Lawrence,Action Thriller,into the storm,matt walsh alycia debnam-carey scott lawrenc steven qual action thriller
John Landis,Louis Lombardi,Jon Tenney,Gilbert R. Hill,Action Comedy Crime Thriller,beverly hills cop iii,loui lombardi jon tenney gilbert r. hill john landi action comedi crime thriller
Joe Dante,Christopher Lee,Robert Picardo,Phoebe Cates,Comedy Fantasy Horror,gremlins 2: the new batch,christoph lee robert picardo phoeb cate joe dant comedi fantasi horror
David Dobkin,Robert Downey Jr.,Robert Duvall,Leighton Meester,Crime Drama,the judge,robert downey jr. robert duval leighton meester david dobkin crime drama
Mimi Leder,Armin Mueller-Stahl,Holt McCallany,Marcel Iures,Action Thriller,the peacemaker,armin mueller-stahl holt mccallani marcel iur mimi leder action thriller
Alexander Witt,Milla Jovovich,Thomas Kretschmann,Mike Epps,Action Horror Sci-Fi Thriller,resident evil: apocalypse,milla jovovich thoma kretschmann mike epp alexand witt action horror sci-fi thriller
